year,area,production
2006,165370.0,389170
2017,481.0,1878
2008,202535.0,99172
2010,54136.0,131713
2016,344895.0,1084699
2006,63200.0,31600
2012,2.0,4
2000,8197.0,4809
2019,3080.0,5870
2013,671459.0,2175683
2008,75.0,26
2014,102000.0,4090000
2006,1635.0,876
2014,301000.0,1002000
2008,13736.0,2527
2005,102225.0,18175
2017,84.0,132
2014,920307.0,2854873
2002,35800.0,779700
2006,12826.0,319900
2015,390.0,400
2019,23.0,13
2019,36827.0,25270
2003,7007.0,18783
2014,52830.0,34237
2006,7525.0,144345
2007,7443.0,5463
2002,160800.0,172200
2005,2327.0,1884
2008,1907.0,30684
2012,59861.0,48934
2018,709.0,735
2016,507000.0,522000
1998,649.0,19110
2005,49000.0,54000
2010,85023.0,657627
2017,34834.0,64205
2017,154511.0,209349
1998,1360.0,750
2001,900.0,1130
2003,452002.0,419436
2016,157356.0,74083
2019,10634.0,3249
2019,3411.0,1843
2014,1305.0,1958
1998,492128.0,504552
2003,365359.0,496930
2010,480.0,379
2017,1200.0,2300
2014,2160.0,5620
2015,19725.0,18004
1998,164.0,63
2009,183688.0,82396
2018,10615.0,2798
2000,1141500.0,1266200
1998,1079193.0,2599170
2015,121685.0,9353418
2005,4112.0,4236
1998,649100.0,375700
2013,31505.0,16604
2018,160470.0,113163
2010,1294.0,4066
2018,416.0,334
2002,803274.0,1085739
2006,323598.0,486900
2000,87384.0,75741
2010,49596.0,54110
2016,13000.0,6420
2019,272701.0,827998
1998,357300.0,584500
2018,1068.0,211
2008,694390.0,276049
2005,960.0,232
2001,400.0,400
1997,1401.0,7126
2015,14994.0,76490
2017,338.0,244
2006,216100.0,16554000
2004,31811.0,19941
2011,183.0,988
2013,38021.0,39216
2015,3334.0,2740
2011,43.0,69
2002,8859.0,3691
1998,45581.0,39912
2017,446607.0,3531305000
2000,50.0,180
2004,3700.0,1500
2008,3951.0,34588
1998,132836.0,270992
2000,4397.0,6226
2004,367770.0,687452
2014,29095.0,40762
2017,1558.8,44836
2016,32006.0,555944
2006,1238.0,801
2019,291431.0,231354
2003,68092.0,18240
2003,27485.0,5158
2010,1805.0,1012
2015,157628.0,1135482
2019,21300.0,19500
2000,382900.0,288500
1999,160964.0,160007
2008,352.0,268
2018,49126.0,113342
2008,2383.0,1710
2019,93699.0,71326
2014,8367.0,228542
2017,350.0,240
2016,889351.0,3028634
2000,77.0,95
1997,20500.0,19100
2006,52.0,24
2002,1059900.0,777100
2016,415582.0,115532
2006,269494.0,223806
2005,81.0,37
2007,841830.0,1111216
2013,91261.0,252778
1998,24616.0,318174400
2003,3441.0,2467
2013,2.0,2
2014,3070.0,5600
2011,7012.0,1740
1998,30000.0,37000
2014,22843.0,5978
2004,148267.0,125041
2011,192340.0,212514
2008,4400.0,41520
2009,20162.0,13170
2014,122000.0,62000
2015,49.0,94
2019,287.0,161
2005,9500.0,13700
2019,12.0,9
2012,2477.0,4783
2015,9865.0,2770
2010,493228.0,1747000
2013,130000.0,507000
2008,32265.0,31406
2005,10.0,0
2017,3379.0,3368
2016,24614.0,7868
2004,154000.0,422000
2006,9854.0,39940
2008,81764.0,79859
2005,43473.0,33718
1999,150020.0,256770
2014,17.0,432
2017,42760.0,15322
2000,3299120.0,4861992
1997,250698.0,118512
2019,1585062.0,5900447
2019,17370.0,61915
2001,414401.0,185620
2007,330.0,1158
2001,575.0,2965
2008,1500.0,1751
2013,1204.0,1727
2011,32500.0,33000
2016,62.0,39
2017,4211.0,4184
2010,730.0,740
2009,82629.0,600153
2003,725486.0,264389
2019,712037.0,2914652
2009,7432.0,4542
2000,362660.0,261319
1999,3236700.0,2123000
2003,401607.0,245933
2014,502000.0,359000
2017,6207.0,4936
2016,17452.0,23459
2010,616.0,146
2010,10085.0,13143
2013,7934.0,4685
2012,1048427.0,2667359
2014,59337.0,81277
2015,135292.29,2828020
2017,2892.0,2071
2001,49100.0,27200
2016,5588.0,1045
2012,116839.0,225109
2011,1086.0,677
2002,6400.0,2750
1998,1000.0,3000
1998,6160.0,472160
1998,1652.0,751
2016,11.0,173
1998,21657.0,126569
2016,16323.0,38666
2008,1008500.0,605000
2000,13824.0,6838
2002,811.0,260
2003,14607.0,17206
2008,10599.0,9104
1999,8780.0,7120
2016,1262641.0,2988982
2006,24382.0,106052
2012,14631.0,4031
2006,284632.0,822692
2009,196547.0,598834
2005,67623.0,226399
2007,66.0,38
2006,6000.0,6000
2008,5523.0,1702
2013,764.0,7246
2017,181699.0,11622609
2015,451.0,500
2000,27400.0,229420
2017,1658.0,1465
2015,61.0,763
2010,254755.0,300237
2004,2.874,1
2001,33288.0,86409
2002,2530000.0,8880000
2015,143.0,44
2018,212755.0,179987
2015,11770.0,7999
2017,1874.0,36730
2012,995.0,758
2004,340.0,183
2002,13414.0,5764
2007,1110.0,1504
1999,16896.0,7742
2005,149362.86,77860
2001,3938.0,3268
2007,165668.0,987538
2011,35262.0,29663
2020,7246.0,8800
2018,2290.0,5730
2002,47.0,900
1997,207.0,95
2014,674.0,7428
1998,555.0,136
2017,5590.0,4128
2019,2725.0,3089
2004,43861.0,144235
2015,9.0,15
2006,8169.0,4142
2005,111872.0,32496
2004,436244.0,286330
2019,55444.0,386596
2005,15050.0,16000
2009,53500.0,20400
2019,8077.0,7456
2015,234000.0,260000
2001,2156.0,3164
2011,5772461.0,6488246
2002,44127.0,24067
2004,66990.0,44631
2008,150400.0,52700
2019,158285.0,105406
2004,500.0,1060
2011,2050.0,2439
2012,8725.0,8529
2000,3847.0,6209
1999,8650.0,6200
2012,11413.0,8012
2012,21100.0,20500
2015,191322.0,256729
2015,7000.0,17180
2018,2620.0,53080
2009,724.0,538
2004,4472.0,27002
2010,69005.0,22093
2014,16525.0,142093
2003,53076.0,342752
2016,3693.0,13151
2001,327556.0,395889
2013,47542.0,26999
2013,9112.0,83557
2001,1107852.0,1876698
2005,500700.0,38813700
1998,357200.0,246300
2018,63056.0,21073
2005,4870.0,25470
2017,8326.0,4542
2016,4295.0,2368
2009,2487756.0,10488000
2008,100.0,100
2004,137.0,50
1997,8058.0,12423
2015,987100.0,69235400
1999,3159.0,2467
2014,64100.0,23800
2014,2.0,23
2017,1.0,10
2013,24068.0,76998
1997,83200.0,8800
2013,940.0,970
2011,18.0,14
2004,678.0,365
2010,281664.0,641530
2013,25.0,7
2006,315000.0,720000
2018,14497.0,10157
2014,448602.0,479647
2015,2.0,3
2012,12387.0,134766
2014,13931.0,10597
2012,30952.0,19821
2005,566097.0,593357
1999,317400.0,174500
2013,101000.0,7427000
2009,592405.0,475940
2008,525.0,587
2005,911.0,450
2018,30815.0,385025000
2016,73832.0,212837
2015,1482.0,3256
2007,252897.0,640424
2011,4457.0,5014
2008,53007.0,42334
2003,325.0,363
2019,22402.0,11497
2014,6000.0,5200
2008,11.0,7
2008,2900.0,3400
2014,27994.0,19059
2005,1634.0,1078
2000,3500.0,4000
2001,505574.0,1274858
2006,374604.0,5429900000
2019,9050.0,16730
2010,45898.0,71598
1998,11300.0,4600
2002,816.0,2288
2005,12440.0,7235
2001,80579.0,137418
2011,103967.0,1430853709
2015,270700.0,692696
2014,3528.0,5898
2015,95538.0,5656014
2014,592.0,211
2018,262012.0,615799
2010,19081.0,1550
2017,69.0,207
2017,144295.0,155699
2006,132.0,96
2014,1559.0,4423
2012,8305.0,2344
1999,65893.0,7432
2008,51859.0,68637
2008,19635.0,18618
2005,340.0,320
2003,122845.0,100000
2012,11075.0,9039
2008,872.0,8464
2000,92122.0,66178
2007,354022.0,38070965
2018,16133.0,35678
2012,90572.0,216990
2003,37716.0,7776
2011,365.0,340
1998,37185.0,289717
2013,9.0,17
2011,8163.0,45441
2007,8200.0,2700
2007,72379.0,83611
1999,332332.0,35501817
2006,5832.0,42821
2002,70.0,50
2007,1193.0,509
1999,49448.0,51530
2011,425.0,335
2003,123000.0,6620000
2014,16270.0,140110
2010,490600.0,986000
2012,27200.0,7590
2004,383206.0,1551729000
2013,22202.0,16373
2019,1357726.0,3612589
2013,9246.0,84730
2007,1372.0,2723
2012,278912.0,138485
2016,116000.0,445000
2001,59.0,16
2019,34235.0,94357
1998,103000.0,6130000
2018,53829.0,68899
2016,65.0,68
2015,789100.0,1159800
1998,78346.0,2909934
2003,1325400.0,896300
2011,1942.0,1095
2004,11803.0,7001
2000,4288.0,6666
2015,12217.0,8342
2016,3175.0,3094
2019,98576.0,231466
2019,1.0,5
2001,17736.0,234978
2016,1090.0,415
2016,42408.0,1104672
2016,4.0,11
2007,32604.0,37918
2017,1881.0,1960
2003,4.0,293
2012,7099.0,25893
2001,116540.0,235838
2018,1770.0,340
2014,1185.0,1306
2009,1250.0,1960
1999,6914.0,6077
2014,569.0,312
2013,60427.0,40267
2002,90.0,75
1997,308857.0,28999269
2013,144.0,43
2016,150839.21,3821047
1998,88.0,1500
2018,2766.0,5770
2001,593959.0,703404
2002,59503.0,149203
2006,134069.0,18350
2018,104530.0,1571100000
2008,16765.0,208052
2019,19835.0,19413
2011,25808.0,26651
2006,32829.89,25216
2010,15277.0,50503
2002,4600.0,3400
2017,82844.0,155813
1997,15122.0,11389
2018,2436898.0,1132524
2006,33676.0,17007
2019,144786.0,105726
2002,7798.0,5770
2015,15.0,8
2017,780.0,660
2010,45020.0,28462
2002,40000.0,80000
2016,241450.0,624300
2011,6600.0,5600
1998,37400.0,72500
2011,30.0,16
2001,640.0,1360
2000,114609.0,2586903
1999,64.0,483
2008,22052.0,30646
2018,208.0,80
2008,29768.73,27189
2010,2784.0,14038
2012,24706.0,27128
2012,3188000.0,7658000
2015,24373.0,29016
2017,1.0,0
2012,310909.0,512296
2001,743975.0,365367
2012,26.0,10
2003,59177.0,470198
2015,2000212.0,7374681
2002,922658.68,974008
2011,38.0,843
2017,6075.0,44044
2003,620421.0,8366723
2006,42.0,22
1999,6921.0,5144
2018,10543.0,28582
2014,48307.0,164831
2002,382719.0,32485308
2012,1802.0,863
2018,319002.0,564634
2001,2904.0,13710
1999,15200.0,9818
2007,29.0,53
2002,330126.0,170345
2001,40407.0,46560
2004,8600.0,2500
2001,10677.0,140539
2006,70463.0,61680
2018,112612.0,99169
2000,276815.0,145060
2010,114324.0,114330
2013,11893.0,6941
2016,3959.0,354
2013,2024.0,304066
2004,173100.0,71700
2014,242517.0,262188
2004,519.0,324
2006,85356.0,50207
2017,153027.0,252317
2017,25040.0,31520
2007,38240.0,37084
2006,2232.0,3675
2010,461.0,1390
2001,69.0,34
2011,3.0,1
2006,1401233.0,4520656
2015,82234.0,20640
2019,443965.0,727611
2005,5571524.0,11119095
2010,15017.0,1134059
2009,99190.0,116763
2008,9500.0,14500
2011,9664.0,6150
2009,2438.0,6066
2004,15.0,17
2004,2492.0,1886
2014,1300.0,792
2013,2500.0,2400
1997,74292.0,64976
2017,1900.0,2100
1998,836.0,1554
2005,630.0,0
2015,30792.0,24564
2004,812826.0,538320
2014,575668.0,12986412
2002,5565.0,1814
2010,2831000.0,10837000
2018,1484.0,1551
2017,86.5,110
2000,213.0,227
2009,62677.0,29021
2015,11940.0,15950
2009,501548.0,191479
1999,59.0,273
2018,434.0,1705
2018,5848.0,16826
2017,32181.0,25976
2002,9273.0,4015
2005,6739.0,1800
2019,93.0,74
2017,70.66,160
2017,2320.0,2346
2016,10520.0,7081
2010,545.0,792
2008,527347.0,10809926
2016,72.0,65
2013,88166.0,241241
2013,122300.0,55200
2019,3966.0,3990
2000,288.0,81
2000,63.0,99
2012,48296.0,30320
2009,12841.0,2736
2010,141.0,73
2012,3004.0,1064
2005,9790.0,23690
1997,275746.0,5488
2018,9953.0,66273
2018,114479.0,157242
2003,5665.0,89565
2019,860.0,10921
2008,17036.59,12398
2018,35340.0,93453
2002,384965.0,796652
2002,271219.0,511526
2005,514.0,269
2018,1313.0,1339
2007,162.0,170
2017,2484.0,2279
2001,1597.0,1719
2017,101.0,99
1998,276300.0,116900
1999,250625.0,391529
2010,837865.0,1332205
2015,646.0,540
2014,6230.0,2049
2009,1590.0,853
2018,104391.0,163835
2004,32200.0,1931400
2010,68.0,180
2007,2874.0,6495
2006,20137.0,10602
2005,321.0,183
2005,153.0,43
2001,6000.0,12350
2012,1231.0,990
2017,614.0,354
2019,2214.0,1657
2000,10.0,8
2010,51338.0,84908
2015,1000.0,1000
2013,737.0,234
2004,1708.0,3117
2007,3130.0,719
2005,1338.0,715
2003,442500.0,25668400
2000,1390.0,780
2017,1717.0,110607
2013,550.0,883
2019,14.0,17
2007,1159100.0,1075700
2005,1472400.0,1764100
2009,17215.0,123701
2004,91578.0,18642
2012,47294.0,134609
1997,8887.0,87413
2009,74925.0,2525384
2010,4133.0,13241
2018,166415.0,17096330
2017,803.0,240
2001,255514.0,339390
2009,7000.0,2600
2015,743.0,694
2013,12100.0,3250
2017,20641.0,14387
2019,2450.0,2427
2014,88990.0,254450
2006,42429.0,54800
2013,430700.0,200572
2009,37104.0,26685
2003,6708.0,6787
2002,19350.0,6776
2009,14273.0,6079
2013,17.0,424
2009,687000.0,618000
2018,6686.0,4185
2018,80297.0,93472
2008,5000.0,5000
2017,186179.25,1882969
2010,8.0,75
2002,37680.0,42966
2005,1861.0,1267
2013,19.0,36
2015,962.0,1051
2000,16186.0,339988
2010,51.0,15862
2010,62267.0,625575
2012,30100.0,31300
2012,12.0,9
2017,2428.0,26975
2015,998.0,382
2019,17378.0,18059
2002,392671.0,330913
2013,2053.0,1432
2014,2960.0,2970
2017,20.0,13
2010,56243.0,902250
2018,41381.0,51632
1997,96073.0,74142
2003,283.0,11291
2013,209870.0,208963
2016,64072.0,36194
2001,661.0,725
2011,3870.0,3470
2017,104.0,14
2018,2902.0,2743
1997,1031530.0,2340493
2002,872.0,359
2007,20026.0,64553
2016,6776.0,4418
2011,5248479.0,14537038
2016,55743.0,2303705
2012,8579.0,67773
2012,1800.0,1755
2010,5693.0,1400
2004,24427.0,33713
2011,33178.0,7939
2014,4207.0,2779
2012,184153.0,248208
2009,11178.0,25378
2012,22.0,33
2006,221.0,3757
2002,29700.0,6590
2011,1248.0,543
2008,3775.0,20587
2009,22100.0,1605500
2011,5662.0,19828
2007,93701.0,175944
2008,33421.0,196850
2006,3100.0,3600
2002,132978.0,51995
2014,1840.0,2040
2016,339572.0,891700
2018,29860.0,27965
2004,151474.0,824920
2019,7842.0,9576
2013,3901.0,884
2000,2180.0,1090
2019,117962.0,350076
2017,72.0,65
2005,557000.0,2395000
2017,18152.0,41624
2016,76420.0,2012746
2008,174600.0,426100
2019,158319.0,180114
2019,608.0,300
2006,50900.0,42600
2012,1778.0,486
1999,312769.0,697504
2011,42300.0,14210
2014,2878.0,2649
1998,1954900.0,2785300
2011,625.0,2800
2010,12.0,20
2006,524.0,452
2017,146015.0,137352
2002,10523.0,2184
2013,32.0,0
2000,272468.0,445720
2000,17533.0,13548
2019,10517.0,3231
2017,27250.0,17764
2016,32478.0,15229
2016,8300.0,31500
2015,33867.0,573224
2012,938.0,906
2012,221154.0,352741
2002,313000.0,197100
2013,2458.0,1191
2006,10029.0,5147
2019,57139.0,67628
2019,8.0,14
2008,875.0,785
2015,72.0,65
2012,8339.0,69006
2001,51.0,24
2018,13720.0,3583
2003,29500.0,65500
2010,89300.0,124800
2008,2437.0,33058
1999,11814.0,3418
2009,520.0,830
2002,6889.0,13820
2006,5400.0,3100
2004,47508.0,32022
2009,15938.0,41338
2008,19838.0,1992
2012,6696.0,82671
2012,71664.0,26845
2016,104.0,14
2005,3837.0,2628
2014,409.0,1072
2004,142341.0,48305
2002,359439.0,495558
2011,27150.0,17001
2007,7432.0,77499
2012,450.0,422
2001,505.0,283
2016,5493.0,344294
2007,40826.0,28992
2000,6410.0,16112
2006,24098.0,33865
2004,60500.0,106500
2011,15448.0,21751
2003,13390.0,7850
2004,4936.0,450
2011,23.0,6
2015,544701.0,7667066
2010,3734.0,673
1999,118030.0,38670
2011,9968.0,8479
2019,168047.0,226638
2012,103983.0,6344504
2009,62825.0,115388
1998,1280900.0,1522100
2019,230559.0,241565
2014,1000.0,1800
2012,5958.0,4937
2018,88449.47,279529
2017,1840.0,12982
2016,3325.0,3913
2006,674884.0,500799
2018,267900.0,1222800
1998,798.0,1116
2018,3490.0,3993
2003,298467.0,729571
2004,23960.0,17871
2005,184090.0,72531
2017,646980.0,839400
2005,323189.0,482196
1997,6607.0,18281
2003,311195.0,251757
2002,1.0,1
2015,70356.0,15494
2017,35612.0,31244
2019,5715.0,3195
2010,2150.0,43800
2016,1653.0,31493
2017,1.0,8
2018,39560.0,13123
2010,916.0,374
2014,3150.0,2854
2017,6.0,4
2008,389.0,204
2007,1586.0,3013
2013,124500.0,142300
1998,165.0,132
2014,21054.0,24800
2007,9397.0,3568
2006,5526.0,11904
2016,5060.0,2086
2009,540797.0,13447272
2003,498.0,294
2011,1550.0,30000
2001,3267.0,269780
1998,3868.0,4441
2007,30267.0,7620
2003,1586100.0,2111000
2019,386788.0,150720
2019,1056.0,637
2013,2700.0,769
2014,1034.0,17881
2009,382.0,120
1998,182000.0,428600
2004,1393.0,331
2008,2306.0,1177
2002,2455.0,17051
1997,9959.0,303
2011,6464.0,1900
2015,33140.0,107509
2018,1.0,1
2015,17.0,17
2000,2130.0,1090
2003,4441.0,32548
2006,12283.0,3759
2010,555055.0,213739
2008,18376.0,225694
2015,5837445.0,12434053
2013,20585.0,18708
2013,476.0,128
2015,1185.0,3086
2010,3362122.0,8429323
2019,19765.0,12579
2017,662.0,640
2003,1925.0,1570
2017,350577.0,121178
2001,55880.0,105713
2007,54393.0,15501
2017,224744.0,702645
2017,4150.0,1534
2000,16906.0,24250
2011,570397.0,914228
2015,33599.0,193621
2007,366.0,183
2008,90.0,43
2018,453.0,352
2010,1972.0,1516
2019,60399.0,128812
2006,5280.0,4060
1998,675105.0,557633
1997,37191.0,19693
2018,3275.09,15124
2000,54.0,24
2017,1900.0,1900
2012,865.0,247
2014,3620.0,33020
2017,7382.0,9055
2001,7902.0,4465
2014,17.0,9
2015,2270.0,45880
2017,540.0,790
2011,10324.0,23489
2007,1451.0,1062
2006,206084.0,744274
2018,1.0,14
2014,6222.0,15914
2010,3026.0,17427
2010,413677.0,585767
2017,302516.0,546169
2013,31770.0,32147
2013,50.0,46
2016,12320.0,34521
2000,172202.0,170805
2007,685.0,324
2001,443500.0,884600
2015,154827.0,104769
2007,1406000.0,5133000
2014,511.0,507
2017,1878798.0,3883120
2015,3646.0,6850
2014,225000.0,428000
2009,4188.0,1469
2010,70.0,197
2004,11920.0,7150
2004,2652.0,2241
2017,223242.0,535877
2019,20.0,102
2003,6264.0,5100
2009,112804.0,52780
2002,3180.0,2379
2012,64825.0,17765
2018,21676.0,76983
2011,114.0,106
2011,346104.0,533346
2014,96.0,92
2009,755900.0,64159300
2013,6228.0,64123
2009,164.0,121
1998,123700.0,44800
2014,1715.0,838
2004,12896.0,28242
2004,3780.0,2840
1998,390800.0,169100
2014,65287.0,104033
2005,37.0,10
2001,21067.0,163597000
2017,1317338.0,4497284
2010,4180.0,21793
2004,1230.0,1520
2007,1093.0,692
2011,308263.0,178816
2003,17307.0,6497
2018,16598.0,4489
1999,140609.0,62513
2015,1537.0,10321
2004,52499.0,26879
1998,379718.0,481267
2019,650305.0,838905
2017,7240.0,7980
2018,1741.0,18907
2016,37917.0,74392
2000,7824.0,4315
2019,8830.0,9980
2012,1.0,2
2005,8971.0,42646
2015,6334.0,5689
2003,264392.0,39470
2007,1200.0,950
2011,1117720.0,3218289
1999,391000.0,504000
2009,17712.0,162445
1997,3844.0,2282
2016,838.0,971
1998,20166.0,149866000
2008,1991.0,75867
2011,650.0,560
2007,175.0,223
2002,120354.0,197607
2019,13628.0,63081
2010,16110.0,14118
2002,41412.0,8680
2004,6412.26,6335
2015,4404.0,6537
2011,1.0,2
2012,1262.0,606
2010,64.0,24
2017,2373.0,2208
2015,16146.0,38825
2011,62.0,29
2013,1.0,2
2019,1894.0,2669
2001,51573.0,11341
2013,81132.0,424434
2000,4563.0,4232
2016,10593.0,4178
2014,3288.0,3729
2003,9639.0,4729
2012,37511.0,30562
2009,990.0,2519
2019,22102.0,33683
2003,53600.0,17400
2005,317.0,5078
2017,174.0,139
2006,7208.0,7738
2006,6.0,6
2017,7795.0,6467
1997,8090.0,14200
2019,230073.0,275506
2010,25906.0,131506
2009,324870.0,253399
2010,28562.0,26499
2005,26.0,97
2018,4507.0,2176
2002,21040.0,13020
2010,14430.0,98814
2016,121.0,361
2000,4596.0,1738
2000,6053.0,11420
2007,2094.0,2406
2007,7000.0,5169
2006,9200.0,21450
2018,753181.0,1117198
2015,20602.0,154656000
2008,22596.0,19351
2015,74697.0,102483
2009,104541.0,1149330226
2008,988.0,719
2008,10987.0,3992
2008,102100.0,40500
2008,7315.0,75577
2014,201265.0,162820
2004,222188.0,24457244
2009,178162.0,159184
2019,20117.0,28539
2013,71877.0,132326
2011,10016.0,8120
2015,94214.0,3610173
2003,6000.0,4200
2008,17382.0,12619
2013,3173.0,20391
2003,3876.0,1167
2004,2010.0,1560
2008,1773211.0,2865843
2019,584.0,451
2009,7089.0,1597
2005,46100.0,23800
2003,5420.0,25867
2007,3432.0,3419
2002,1577.0,651
2014,4608.0,6519
2019,33480.0,78074
1998,800.0,461
2011,18053.0,29165
2011,3150.0,28720
2012,1097473.0,1107363
2015,187.0,46
2020,9246.0,6998
2006,349.0,185
2018,5797.0,1843
1998,17925.0,193770
2015,2659.0,5697
2006,500.0,16330
2017,32440.0,24893
1997,1501172.0,722773
2006,1064.0,7798
2014,1622.0,2372
1999,264061.0,58353
2019,1925684.0,3062879
2007,99335.0,200673
2001,7000.0,5000
2007,21700.0,18200
1998,32001.0,27051
2002,4110.0,2100
2001,1195.0,593
2018,3960.0,36230
2011,8652.0,2306
1997,3269.0,1710
2014,26177.0,30844
2002,332.0,252
2007,334000.0,816000
2012,48.0,38
2010,4984.0,26101
2014,94322.0,67560
1999,22883.0,1762806
2000,17552.0,61022
2014,55485.0,180323
2001,244793.0,396864
2008,21621.0,45666
2017,1058778.0,3101037
2000,1239053.0,4224208
2010,964500.0,85691500
2009,6800.0,6800
2017,246.0,738
2019,398.0,218
2010,2900.0,906
2002,442.0,381
2002,32799.0,27084
2019,762.5,999
2010,43847.75,34752
1997,2979.0,1507
2014,2445.0,29340
2010,46469.0,168165
2000,298052.0,683642
2008,171861.0,376048
1998,330535.0,702706
2002,262900.0,116400
2014,1883.0,1887
2018,115855.0,203338
2005,166260.0,386070
2007,354115.0,347992
1997,73814.0,56708
2010,316.0,637
2003,98050.0,55107
2014,149000.0,68000
2013,1795.0,5195
2011,330.0,330
2014,1399.0,417
2002,97485.0,107279
2016,543697.0,1126810
2013,976.0,823
1998,161800.0,40300
2000,86.0,237
2016,340.0,230
2008,9173.0,8906
2011,80000.0,5653000
2007,63.0,82
1997,350.0,447
2017,1888.0,563
2013,9839197.0,31492656
2017,220963.0,468754
2012,1.0,2
2014,54.0,21
